TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GP,W,L,MIN,DIST_FEET,DIST_MILES,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF,SEASON,MEASURE_TYPE
1610612764,WAS,Washington Wizards,81,31,50,19690.0,7709220,1460.1,768.4,691.7,4.16,4.48,3.85,2018-19,SpeedDistance
1610612737,ATL,Atlanta Hawks,67,20,47,16280.0,6502845,1231.6,661.0,570.6,4.23,4.57,3.89,2019-20,SpeedDistance
1610612738,BOS,Boston Celtics,72,48,24,17430.0,6764529,1281.2,685.9,595.2,4.13,4.45,3.81,2019-20,SpeedDistance
1610612751,BKN,Brooklyn Nets,72,35,37,17480.0,6747508,1277.9,701.1,576.8,4.14,4.55,3.72,2019-20,SpeedDistance
1610612766,CHA,Charlotte Hornets,64,23,41,15510.0,6129633,1160.9,628.7,532.2,4.23,4.53,3.93,2019-20,SpeedDistance
1610612741,CHI,Chicago Bulls,65,22,43,15675.0,6352333,1203.1,640.7,562.4,4.32,4.66,3.99,2019-20,SpeedDistance
1610612739,CLE,Cleveland Cavaliers,65,19,46,15725.0,6096532,1154.6,631.7,522.9,4.14,4.37,3.88,2019-20,SpeedDistance
1610612742,DAL,Dallas Mavericks,73,41,32,17670.0,6851672,1297.7,715.2,582.4,4.14,4.45,3.81,2019-20,SpeedDistance
1610612743,DEN,Denver Nuggets,73,46,27,17745.0,6848795,1297.1,704.2,592.9,4.14,4.4,3.86,2019-20,SpeedDistance
1610612765,DET,Detroit Pistons,65,20,45,15725.0,6104390,1156.1,637.3,518.9,4.15,4.46,3.82,2019-20,SpeedDistance
1610612744,GSW,Golden State Warriors,65,15,50,15725.0,6322299,1197.4,642.7,554.7,4.29,4.66,3.93,2019-20,SpeedDistance
1610612745,HOU,Houston Rockets,72,44,28,17380.0,6482503,1227.7,629.3,598.5,3.99,4.27,3.74,2019-20,SpeedDistance
1610612754,IND,Indiana Pacers,73,45,28,17620.0,6990011,1323.9,708.4,615.4,4.24,4.53,3.95,2019-20,SpeedDistance
1610612746,LAC,LA Clippers,72,49,23,17380.0,6821031,1291.9,693.6,598.3,4.16,4.54,3.79,2019-20,SpeedDistance
1610612747,LAL,Los Angeles Lakers,71,52,19,17090.0,6500573,1231.2,649.6,581.5,4.09,4.36,3.83,2019-20,SpeedDistance
1610612763,MEM,Memphis Grizzlies,73,34,39,17570.0,6984484,1322.8,714.5,608.3,4.23,4.59,3.88,2019-20,SpeedDistance
1610612748,MIA,Miami Heat,72,44,28,17505.0,6868384,1300.8,711.0,589.8,4.16,4.48,3.83,2019-20,SpeedDistance
1610612749,MIL,Milwaukee Bucks,72,55,17,17355.0,6920960,1310.8,697.9,612.9,4.26,4.68,3.87,2019-20,SpeedDistance
1610612750,MIN,Minnesota Timberwolves,64,19,45,15560.0,6027594,1141.6,616.0,525.6,4.14,4.48,3.79,2019-20,SpeedDistance
1610612740,NOP,New Orleans Pelicans,71,30,41,17165.0,6983395,1322.6,715.7,606.9,4.33,4.82,3.86,2019-20,SpeedDistance
1610612752,NYK,New York Knicks,66,21,45,15965.0,6194755,1173.2,631.2,542.1,4.15,4.46,3.85,2019-20,SpeedDistance
1610612760,OKC,Oklahoma City Thunder,72,44,28,17430.0,6683596,1265.8,677.3,588.6,4.07,4.35,3.79,2019-20,SpeedDistance
1610612753,ORL,Orlando Magic,73,33,40,17570.0,6962839,1318.7,721.8,597.0,4.23,4.6,3.86,2019-20,SpeedDistance
1610612755,PHI,Philadelphia 76ers,73,43,30,17595.0,6831063,1293.8,706.2,587.6,4.14,4.39,3.88,2019-20,SpeedDistance
1610612756,PHX,Phoenix Suns,72,34,38,17330.0,6940996,1314.6,714.5,600.1,4.26,4.65,3.87,2019-20,SpeedDistance
1610612757,POR,Portland Trail Blazers,73,34,39,17595.0,6781620,1284.4,695.5,588.9,4.11,4.38,3.84,2019-20,SpeedDistance
1610612758,SAC,Sacramento Kings,71,31,40,17215.0,6880562,1303.1,696.9,606.2,4.23,4.53,3.93,2019-20,SpeedDistance
1610612759,SAS,San Antonio Spurs,70,31,39,16950.0,6838637,1295.2,710.0,585.2,4.3,4.73,3.88,2019-20,SpeedDistance
1610612761,TOR,Toronto Raptors,71,52,19,17140.0,6651865,1259.8,663.6,596.2,4.1,4.39,3.82,2019-20,SpeedDistance
1610612762,UTA,Utah Jazz,72,44,28,17355.0,6777596,1283.6,705.2,578.4,4.16,4.48,3.83,2019-20,SpeedDistance
1610612764,WAS,Washington Wizards,72,25,47,17355.0,6945650,1315.5,712.7,602.8,4.27,4.71,3.85,2019-20,SpeedDistance
1610612737,ATL,Atlanta Hawks,72,41,31,17405.0,6750259,1278.5,695.3,583.1,4.14,4.44,3.83,2020-21,SpeedDistance
1610612738,BOS,Boston Celtics,72,36,36,17380.0,6749562,1278.3,687.2,591.2,4.13,4.44,3.82,2020-21,SpeedDistance
1610612751,BKN,Brooklyn Nets,72,48,24,17405.0,6632395,1256.1,674.6,581.5,4.08,4.48,3.69,2020-21,SpeedDistance
1610612766,CHA,Charlotte Hornets,72,33,39,17355.0,7008041,1327.3,715.6,611.6,4.31,4.7,3.93,2020-21,SpeedDistance
1610612741,CHI,Chicago Bulls,72,31,41,17380.0,6948337,1316.0,713.2,602.8,4.27,4.6,3.94,2020-21,SpeedDistance
1610612739,CLE,Cleveland Cavaliers,72,22,50,17430.0,6780450,1284.2,698.9,585.3,4.16,4.42,3.89,2020-21,SpeedDistance
1610612742,DAL,Dallas Mavericks,72,42,30,17305.0,6657137,1260.8,687.8,573.0,4.15,4.43,3.86,2020-21,SpeedDistance
1610612743,DEN,Denver Nuggets,72,47,25,17480.0,6733133,1275.2,690.3,584.9,4.14,4.4,3.87,2020-21,SpeedDistance
1610612765,DET,Detroit Pistons,72,20,52,17430.0,6870821,1301.3,714.7,586.6,4.24,4.54,3.93,2020-21,SpeedDistance
1610612744,GSW,Golden State Warriors,72,39,33,17305.0,6847575,1296.9,686.0,610.8,4.26,4.67,3.87,2020-21,SpeedDistance
1610612745,HOU,Houston Rockets,72,17,55,17305.0,6585199,1247.2,663.3,583.9,4.11,4.39,3.84,2020-21,SpeedDistance
1610612754,IND,Indiana Pacers,72,34,38,17455.0,7162072,1356.5,723.7,632.7,4.36,4.8,3.94,2020-21,SpeedDistance
1610612746,LAC,LA Clippers,72,47,25,17280.0,6580146,1246.2,674.3,572.0,4.09,4.34,3.83,2020-21,SpeedDistance
1610612747,LAL,Los Angeles Lakers,72,42,30,17455.0,6666802,1262.7,663.3,599.3,4.06,4.24,3.88,2020-21,SpeedDistance
1610612763,MEM,Memphis Grizzlies,72,38,34,17405.0,6878618,1302.8,688.4,614.4,4.26,4.57,3.97,2020-21,SpeedDistance
1610612748,MIA,Miami Heat,72,40,32,17380.0,6904360,1307.6,703.0,604.6,4.24,4.59,3.89,2020-21,SpeedDistance
1610612749,MIL,Milwaukee Bucks,72,46,26,17330.0,6879679,1303.0,693.3,609.6,4.23,4.68,3.82,2020-21,SpeedDistance
1610612750,MIN,Minnesota Timberwolves,72,23,49,17405.0,6974147,1320.9,714.4,606.4,4.26,4.63,3.89,2020-21,SpeedDistance
1610612740,NOP,New Orleans Pelicans,72,31,41,17430.0,6979164,1321.8,713.6,608.2,4.28,4.68,3.89,2020-21,SpeedDistance
1610612752,NYK,New York Knicks,72,41,31,17430.0,6838477,1295.2,702.9,592.3,4.21,4.47,3.94,2020-21,SpeedDistance
1610612760,OKC,Oklahoma City Thunder,72,22,50,17355.0,6881917,1303.4,718.0,585.3,4.28,4.67,3.87,2020-21,SpeedDistance
1610612753,ORL,Orlando Magic,72,21,51,17330.0,6896203,1306.1,713.6,592.5,4.26,4.56,3.94,2020-21,SpeedDistance
1610612755,PHI,Philadelphia 76ers,72,49,23,17430.0,6851256,1297.6,700.2,597.4,4.19,4.48,3.9,2020-21,SpeedDistance
1610612756,PHX,Phoenix Suns,72,51,21,17480.0,6764518,1281.2,697.5,583.7,4.17,4.53,3.8,2020-21,SpeedDistance
1610612757,POR,Portland Trail Blazers,72,42,30,17305.0,6481849,1227.6,668.8,558.8,4.06,4.31,3.8,2020-21,SpeedDistance
1610612758,SAC,Sacramento Kings,72,31,41,17305.0,6846497,1296.7,692.9,603.8,4.26,4.59,3.94,2020-21,SpeedDistance
1610612759,SAS,San Antonio Spurs,72,33,39,17480.0,6892444,1305.4,704.2,601.2,4.27,4.57,3.96,2020-21,SpeedDistance
1610612761,TOR,Toronto Raptors,72,27,45,17305.0,6915516,1309.8,703.5,606.3,4.23,4.61,3.87,2020-21,SpeedDistance
1610612762,UTA,Utah Jazz,72,52,20,17355.0,6835601,1294.6,705.9,588.8,4.22,4.6,3.84,2020-21,SpeedDistance
1610612764,WAS,Washington Wizards,72,34,38,17405.0,6853283,1298.0,687.5,610.4,4.26,4.67,3.87,2020-21,SpeedDistance
1610612737,ATL,Atlanta Hawks,82,43,39,19705.0,7498129,1420.1,766.4,653.6,4.09,4.4,3.77,2021-22,SpeedDistance
1610612738,BOS,Boston Celtics,81,51,30,19665.0,7333961,1389.0,740.9,648.1,4.01,4.24,3.77,2021-22,SpeedDistance
1610612751,BKN,Brooklyn Nets,82,44,38,19755.0,7486110,1417.8,752.5,665.3,4.08,4.35,3.81,2021-22,SpeedDistance
1610612766,CHA,Charlotte Hornets,81,43,38,19640.0,7929884,1501.9,806.7,695.2,4.3,4.69,3.91,2021-22,SpeedDistance
1610612741,CHI,Chicago Bulls,82,46,36,19730.0,7617958,1442.8,767.3,675.5,4.16,4.45,3.88,2021-22,SpeedDistance
1610612739,CLE,Cleveland Cavaliers,82,44,38,19730.0,7644281,1447.8,789.7,658.1,4.12,4.36,3.85,2021-22,SpeedDistance
1610612742,DAL,Dallas Mavericks,82,52,30,19755.0,7597477,1438.9,782.2,656.7,4.1,4.3,3.88,2021-22,SpeedDistance
1610612743,DEN,Denver Nuggets,82,48,34,19805.0,7525320,1425.3,771.6,653.7,4.09,4.36,3.8,2021-22,SpeedDistance
1610612765,DET,Detroit Pistons,81,23,58,19540.0,7776678,1472.9,796.4,676.4,4.22,4.55,3.89,2021-22,SpeedDistance
1610612744,GSW,Golden State Warriors,81,53,28,19490.0,7619802,1443.1,775.4,667.7,4.16,4.55,3.78,2021-22,SpeedDistance
1610612745,HOU,Houston Rockets,82,20,62,19755.0,7605950,1440.5,773.1,667.4,4.08,4.34,3.82,2021-22,SpeedDistance
1610612754,IND,Indiana Pacers,82,25,57,19880.0,7998530,1514.9,818.4,696.5,4.27,4.65,3.9,2021-22,SpeedDistance
1610612746,LAC,LA Clippers,81,42,39,19540.0,7500367,1420.5,761.0,659.5,4.07,4.34,3.8,2021-22,SpeedDistance
1610612747,LAL,Los Angeles Lakers,82,33,49,19980.0,7538263,1427.7,754.6,673.1,4.01,4.25,3.78,2021-22,SpeedDistance
1610612763,MEM,Memphis Grizzlies,81,55,26,19540.0,7678510,1454.3,774.2,680.0,4.21,4.48,3.94,2021-22,SpeedDistance
1610612748,MIA,Miami Heat,82,53,29,19855.0,7818782,1480.8,803.9,676.9,4.18,4.52,3.83,2021-22,SpeedDistance
1610612749,MIL,Milwaukee Bucks,82,51,31,19755.0,7815602,1480.2,784.5,695.7,4.21,4.61,3.83,2021-22,SpeedDistance
1610612750,MIN,Minnesota Timberwolves,82,46,36,19780.0,7689829,1456.4,769.1,687.3,4.16,4.48,3.86,2021-22,SpeedDistance
1610612740,NOP,New Orleans Pelicans,81,35,46,19515.0,7660687,1450.9,781.2,669.7,4.17,4.47,3.87,2021-22,SpeedDistance
1610612752,NYK,New York Knicks,81,36,45,19540.0,7647658,1448.4,778.9,669.5,4.16,4.41,3.91,2021-22,SpeedDistance
1610612760,OKC,Oklahoma City Thunder,82,24,58,19805.0,7827077,1482.4,808.4,674.0,4.27,4.68,3.86,2021-22,SpeedDistance
1610612753,ORL,Orlando Magic,82,22,60,19780.0,7891099,1494.5,806.7,687.9,4.25,4.6,3.9,2021-22,SpeedDistance
1610612755,PHI,Philadelphia 76ers,82,51,31,19805.0,7630082,1445.1,771.0,674.1,4.12,4.34,3.89,2021-22,SpeedDistance
1610612756,PHX,Phoenix Suns,81,63,18,19490.0,7482915,1417.2,760.6,656.6,4.14,4.52,3.77,2021-22,SpeedDistance
1610612757,POR,Portland Trail Blazers,82,27,55,19730.0,7737791,1465.5,785.8,679.7,4.16,4.46,3.86,2021-22,SpeedDistance
1610612758,SAC,Sacramento Kings,81,29,52,19565.0,7705656,1459.4,776.7,682.7,4.24,4.61,3.89,2021-22,SpeedDistance
1610612759,SAS,San Antonio Spurs,82,34,48,19805.0,8138117,1541.3,835.5,705.8,4.37,4.87,3.9,2021-22,SpeedDistance
1610612761,TOR,Toronto Raptors,82,48,34,19855.0,7815240,1480.2,795.3,684.9,4.19,4.48,3.9,2021-22,SpeedDistance
1610612762,UTA,Utah Jazz,82,49,33,19730.0,7610063,1441.3,779.7,661.6,4.09,4.39,3.79,2021-22,SpeedDistance
1610612764,WAS,Washington Wizards,82,35,47,19830.0,7771812,1471.9,810.0,662.0,4.17,4.51,3.83,2021-22,SpeedDistance
1610612737,ATL,Atlanta Hawks,82,41,41,19855.0,7764103,1470.5,784.7,685.7,4.14,4.48,3.82,2022-23,SpeedDistance
1610612738,BOS,Boston Celtics,82,57,25,19980.0,7523032,1424.8,769.8,655.0,4.0,4.3,3.7,2022-23,SpeedDistance
1610612751,BKN,Brooklyn Nets,82,45,37,19730.0,7607287,1440.8,775.2,665.6,4.1,4.45,3.76,2022-23,SpeedDistance
1610612766,CHA,Charlotte Hornets,82,27,55,19830.0,8043740,1523.4,825.1,698.3,4.3,4.7,3.91,2022-23,SpeedDistance
1610612741,CHI,Chicago Bulls,81,39,42,19665.0,7600848,1439.6,752.6,686.9,4.12,4.43,3.82,2022-23,SpeedDistance
1610612739,CLE,Cleveland Cavaliers,82,51,31,19880.0,7577658,1435.2,767.9,667.3,4.03,4.24,3.82,2022-23,SpeedDistance
1610612742,DAL,Dallas Mavericks,82,38,44,19930.0,7540991,1428.2,772.6,655.6,4.02,4.24,3.78,2022-23,SpeedDistance
1610612743,DEN,Denver Nuggets,82,53,29,19753.0,7466455,1414.1,757.9,656.2,4.02,4.29,3.74,2022-23,SpeedDistance
1610612765,DET,Detroit Pistons,81,17,64,19565.0,7738437,1465.6,787.8,677.8,4.2,4.47,3.92,2022-23,SpeedDistance
1610612744,GSW,Golden State Warriors,81,43,38,19590.0,7667340,1452.1,791.0,661.2,4.15,4.6,3.72,2022-23,SpeedDistance
1610612745,HOU,Houston Rockets,82,22,60,19755.0,7494118,1419.3,769.4,650.0,4.02,4.24,3.79,2022-23,SpeedDistance
1610612754,IND,Indiana Pacers,82,35,47,19755.0,8075024,1529.4,814.9,714.4,4.33,4.73,3.95,2022-23,SpeedDistance
1610612746,LAC,LA Clippers,82,44,38,19830.0,7587289,1437.0,774.0,663.0,4.05,4.31,3.78,2022-23,SpeedDistance
1610612747,LAL,Los Angeles Lakers,82,43,39,19880.0,7621679,1443.5,769.9,673.6,4.09,4.38,3.8,2022-23,SpeedDistance
1610612763,MEM,Memphis Grizzlies,82,51,31,19780.0,7903171,1496.8,786.0,710.8,4.22,4.5,3.96,2022-23,SpeedDistance
1610612748,MIA,Miami Heat,82,44,38,19805.0,7751398,1468.1,800.5,667.5,4.15,4.48,3.81,2022-23,SpeedDistance
1610612749,MIL,Milwaukee Bucks,82,58,24,19830.0,7775362,1472.6,789.8,682.8,4.17,4.48,3.86,2022-23,SpeedDistance
1610612750,MIN,Minnesota Timberwolves,81,41,40,19590.0,7736670,1465.3,775.8,689.5,4.18,4.5,3.88,2022-23,SpeedDistance
1610612740,NOP,New Orleans Pelicans,82,42,40,19855.0,7811970,1479.5,788.2,691.4,4.17,4.49,3.86,2022-23,SpeedDistance
1610612752,NYK,New York Knicks,82,47,35,19955.0,7859485,1488.5,810.5,678.1,4.17,4.43,3.9,2022-23,SpeedDistance
1610612760,OKC,Oklahoma City Thunder,82,40,42,19855.0,8048314,1524.3,816.9,707.4,4.3,4.74,3.89,2022-23,SpeedDistance
1610612753,ORL,Orlando Magic,82,34,48,19780.0,7911599,1498.4,800.9,697.5,4.24,4.57,3.92,2022-23,SpeedDistance
1610612755,PHI,Philadelphia 76ers,82,54,28,19880.0,7549679,1429.9,764.2,665.7,4.03,4.24,3.82,2022-23,SpeedDistance
1610612756,PHX,Phoenix Suns,82,45,37,19780.0,7736422,1465.2,794.7,670.6,4.15,4.46,3.83,2022-23,SpeedDistance
1610612757,POR,Portland Trail Blazers,81,33,48,19490.0,7543874,1428.8,773.5,655.3,4.1,4.37,3.83,2022-23,SpeedDistance
1610612758,SAC,Sacramento Kings,82,48,34,19830.0,8067441,1527.9,808.8,719.2,4.3,4.71,3.93,2022-23,SpeedDistance
1610612759,SAS,San Antonio Spurs,79,21,58,19135.0,7893867,1495.1,822.3,672.8,4.37,4.83,3.92,2022-23,SpeedDistance
1610612761,TOR,Toronto Raptors,82,41,41,19805.0,7784335,1474.3,788.4,685.9,4.16,4.45,3.87,2022-23,SpeedDistance
1610612762,UTA,Utah Jazz,82,37,45,19805.0,7824965,1482.0,811.4,670.6,4.17,4.52,3.8,2022-23,SpeedDistance
1610612764,WAS,Washington Wizards,82,35,47,19755.0,7765076,1470.7,810.1,660.6,4.16,4.46,3.85,2022-23,SpeedDistance
1610612737,ATL,Atlanta Hawks,82,36,46,19855.0,7789797,1475.3,785.4,689.9,4.19,4.5,3.89,2023-24,SpeedDistance
1610612738,BOS,Boston Celtics,81,63,18,19590.0,7527507,1425.7,760.1,665.5,4.08,4.34,3.81,2023-24,SpeedDistance
1610612751,BKN,Brooklyn Nets,79,32,47,19085.0,7557797,1431.4,780.7,650.7,4.2,4.51,3.87,2023-24,SpeedDistance
1610612766,CHA,Charlotte Hornets,81,20,61,19490.0,7939324,1503.7,821.5,682.2,4.31,4.67,3.95,2023-24,SpeedDistance
1610612741,CHI,Chicago Bulls,81,39,42,19740.0,7650693,1449.0,761.1,687.9,4.16,4.48,3.86,2023-24,SpeedDistance
1610612739,CLE,Cleveland Cavaliers,82,48,34,19805.0,7860869,1488.8,801.5,687.3,4.2,4.54,3.87,2023-24,SpeedDistance
1610612742,DAL,Dallas Mavericks,81,49,32,19465.0,7620769,1443.3,761.6,681.7,4.17,4.43,3.91,2023-24,SpeedDistance
1610612743,DEN,Denver Nuggets,80,55,25,19225.0,7393005,1400.2,755.4,644.8,4.08,4.33,3.81,2023-24,SpeedDistance
1610612765,DET,Detroit Pistons,81,14,67,19515.0,7851729,1487.1,799.3,687.8,4.27,4.63,3.91,2023-24,SpeedDistance
1610612744,GSW,Golden State Warriors,81,46,35,19590.0,7782108,1473.9,807.9,666.0,4.26,4.66,3.86,2023-24,SpeedDistance
1610612745,HOU,Houston Rockets,82,41,41,19855.0,7770036,1471.6,778.8,692.8,4.15,4.44,3.86,2023-24,SpeedDistance
1610612754,IND,Indiana Pacers,82,47,35,19705.0,8242465,1561.1,832.0,729.1,4.42,4.82,4.04,2023-24,SpeedDistance
1610612746,LAC,LA Clippers,81,50,31,19465.0,7414286,1404.2,756.2,648.0,4.05,4.29,3.81,2023-24,SpeedDistance
1610612747,LAL,Los Angeles Lakers,81,46,35,19615.0,7335214,1389.2,729.1,660.1,4.02,4.26,3.79,2023-24,SpeedDistance
1610612763,MEM,Memphis Grizzlies,82,27,55,19780.0,8021714,1519.3,816.7,702.5,4.29,4.53,4.05,2023-24,SpeedDistance
1610612748,MIA,Miami Heat,82,46,36,19755.0,7918910,1499.8,814.0,685.8,4.31,4.66,3.95,2023-24,SpeedDistance
1610612749,MIL,Milwaukee Bucks,82,49,33,19805.0,7780757,1473.6,780.9,692.7,4.15,4.44,3.86,2023-24,SpeedDistance
1610612750,MIN,Minnesota Timberwolves,82,56,26,19805.0,7882224,1492.8,794.6,698.2,4.2,4.46,3.94,2023-24,SpeedDistance
1610612740,NOP,New Orleans Pelicans,81,49,32,19465.0,7818004,1480.7,787.1,693.6,4.24,4.54,3.95,2023-24,SpeedDistance
1610612752,NYK,New York Knicks,82,50,32,19730.0,7782408,1473.9,814.1,659.8,4.19,4.42,3.93,2023-24,SpeedDistance
1610612760,OKC,Oklahoma City Thunder,82,57,25,19805.0,8099032,1533.9,824.8,709.1,4.32,4.75,3.91,2023-24,SpeedDistance
1610612753,ORL,Orlando Magic,82,47,35,19780.0,7923574,1500.7,814.5,686.2,4.23,4.47,3.98,2023-24,SpeedDistance
1610612755,PHI,Philadelphia 76ers,81,46,35,19540.0,7877292,1491.9,810.6,681.3,4.25,4.56,3.94,2023-24,SpeedDistance
1610612756,PHX,Phoenix Suns,81,49,32,19540.0,7447242,1410.5,758.3,652.2,4.08,4.32,3.83,2023-24,SpeedDistance
1610612757,POR,Portland Trail Blazers,81,20,61,19615.0,7894036,1495.1,798.0,697.0,4.25,4.5,4.0,2023-24,SpeedDistance
1610612758,SAC,Sacramento Kings,82,46,36,19855.0,8209520,1554.8,829.7,725.2,4.4,4.79,4.02,2023-24,SpeedDistance
1610612759,SAS,San Antonio Spurs,81,21,60,19590.0,8195212,1552.1,836.6,715.5,4.42,4.84,4.02,2023-24,SpeedDistance
1610612761,TOR,Toronto Raptors,81,25,56,19540.0,7916443,1499.3,786.8,712.6,4.27,4.61,3.95,2023-24,SpeedDistance
1610612762,UTA,Utah Jazz,81,31,50,19565.0,7881560,1492.7,818.8,673.9,4.23,4.53,3.93,2023-24,SpeedDistance
1610612764,WAS,Washington Wizards,82,15,67,19730.0,8084613,1531.2,817.4,713.8,4.34,4.75,3.94,2023-24,SpeedDistance
1610612737,ATL,Atlanta Hawks,82,40,42,19780.0,8127584,1539.3,814.8,724.6,4.36,4.82,3.93,2024-25,SpeedDistance
1610612738,BOS,Boston Celtics,82,61,21,19830.0,7467732,1414.3,756.1,658.2,4.05,4.2,3.88,2024-25,SpeedDistance
1610612751,BKN,Brooklyn Nets,82,26,56,19780.0,8088134,1531.8,825.2,706.6,4.31,4.52,4.1,2024-25,SpeedDistance
1610612766,CHA,Charlotte Hornets,82,19,63,19755.0,8050806,1524.8,821.4,703.4,4.32,4.58,4.05,2024-25,SpeedDistance
1610612741,CHI,Chicago Bulls,82,39,43,19755.0,8059495,1526.4,804.3,722.2,4.34,4.77,3.94,2024-25,SpeedDistance
1610612739,CLE,Cleveland Cavaliers,82,64,18,19755.0,7986241,1512.5,799.1,713.4,4.28,4.7,3.9,2024-25,SpeedDistance
1610612742,DAL,Dallas Mavericks,82,39,43,19730.0,7776021,1472.7,785.1,687.7,4.19,4.48,3.91,2024-25,SpeedDistance
1610612743,DEN,Denver Nuggets,82,50,32,19854.0,7603270,1440.0,759.5,680.5,4.1,4.42,3.8,2024-25,SpeedDistance
1610612765,DET,Detroit Pistons,82,44,38,19805.0,7943683,1504.5,793.8,710.7,4.25,4.52,3.98,2024-25,SpeedDistance
1610612744,GSW,Golden State Warriors,82,48,34,19730.0,8117365,1537.4,830.3,707.1,4.37,4.71,4.02,2024-25,SpeedDistance
1610612745,HOU,Houston Rockets,82,52,30,19780.0,7777633,1473.0,785.5,687.5,4.16,4.37,3.94,2024-25,SpeedDistance
1610612754,IND,Indiana Pacers,82,50,32,19855.0,8270275,1566.3,816.3,750.0,4.41,4.71,4.12,2024-25,SpeedDistance
1610612746,LAC,LA Clippers,82,50,32,19805.0,7621199,1443.4,769.0,674.4,4.08,4.27,3.88,2024-25,SpeedDistance
1610612747,LAL,Los Angeles Lakers,82,50,32,19730.0,7605486,1440.4,773.7,666.7,4.09,4.3,3.87,2024-25,SpeedDistance
1610612763,MEM,Memphis Grizzlies,82,48,34,19705.0,8260746,1564.5,819.2,745.3,4.48,4.84,4.15,2024-25,SpeedDistance
1610612748,MIA,Miami Heat,82,37,45,19930.0,8066243,1527.7,819.5,708.2,4.3,4.58,4.01,2024-25,SpeedDistance
1610612749,MIL,Milwaukee Bucks,82,48,34,19755.0,7782441,1473.9,782.5,691.5,4.2,4.46,3.93,2024-25,SpeedDistance
1610612750,MIN,Minnesota Timberwolves,82,49,33,19830.0,7894196,1495.1,794.3,700.8,4.22,4.47,3.97,2024-25,SpeedDistance
1610612740,NOP,New Orleans Pelicans,82,21,61,19755.0,8086493,1531.5,815.6,715.9,4.34,4.61,4.06,2024-25,SpeedDistance
1610612752,NYK,New York Knicks,82,51,31,19880.0,7731167,1464.2,794.8,669.4,4.16,4.36,3.95,2024-25,SpeedDistance
1610612760,OKC,Oklahoma City Thunder,82,68,14,19705.0,7989960,1513.3,800.3,713.0,4.3,4.65,3.96,2024-25,SpeedDistance
1610612753,ORL,Orlando Magic,82,41,41,19730.0,7826688,1482.3,800.2,682.1,4.19,4.38,3.98,2024-25,SpeedDistance
1610612755,PHI,Philadelphia 76ers,82,24,58,19805.0,7849399,1486.6,805.6,681.0,4.19,4.46,3.9,2024-25,SpeedDistance
1610612756,PHX,Phoenix Suns,82,36,46,19830.0,7864851,1489.6,816.4,673.2,4.21,4.46,3.95,2024-25,SpeedDistance
1610612757,POR,Portland Trail Blazers,82,36,46,19780.0,8004277,1516.0,790.0,725.9,4.29,4.52,4.06,2024-25,SpeedDistance
1610612758,SAC,Sacramento Kings,82,40,42,19880.0,8036156,1522.0,810.0,712.0,4.29,4.6,3.98,2024-25,SpeedDistance
1610612759,SAS,San Antonio Spurs,82,34,48,19730.0,7898430,1495.9,793.3,702.7,4.25,4.56,3.95,2024-25,SpeedDistance
1610612761,TOR,Toronto Raptors,82,30,52,19805.0,8278159,1567.8,812.9,754.9,4.42,4.71,4.14,2024-25,SpeedDistance
1610612762,UTA,Utah Jazz,82,17,65,19805.0,8009685,1517.0,821.8,695.2,4.27,4.49,4.04,2024-25,SpeedDistance
1610612764,WAS,Washington Wizards,82,18,64,19730.0,8105964,1535.2,824.6,710.6,4.36,4.71,4.01,2024-25,SpeedDistance
